,Unnamed: 0,pclass,survived,gender,age,sibsp,parch,fare,embarked
1171,1171,3,0,male,14.5,8,2,69.55,S
1172,1172,3,0,female,,8,2,69.55,S
1173,1173,3,0,female,,8,2,69.55,S
1174,1174,3,0,female,,8,2,69.55,S
1175,1175,3,0,female,,8,2,69.55,S
1176,1176,3,0,male,,8,2,69.55,S
1177,1177,3,0,male,,8,2,69.55,S
1178,1178,3,0,male,,8,2,69.55,S
1179,1179,3,0,male,,1,9,69.55,S
1180,1180,3,0,female,,1,9,69.55,S
1181,1181,3,0,male,24.0,0,0,9.33,S
1182,1182,3,1,female,21.0,0,0,7.65,S
1183,1183,3,0,male,39.0,0,0,7.93,S
1184,1184,3,0,male,,2,0,21.68,C
1185,1185,3,0,male,,2,0,21.68,C
1186,1186,3,0,male,,2,0,21.68,C
1187,1187,3,1,female,1.0,1,1,16.7,S
1188,1188,3,1,female,24.0,0,2,16.7,S
1189,1189,3,1,female,4.0,1,1,16.7,S
1190,1190,3,1,male,25.0,0,0,9.5,S
1191,1191,3,0,male,20.0,0,0,8.05,S
1192,1192,3,0,male,24.5,0,0,8.05,S
1193,1193,3,0,male,,0,0,7.73,Q
1194,1194,3,0,male,,0,0,7.9,S
1195,1195,3,0,male,,0,0,7.75,Q
1196,1196,3,1,male,29.0,0,0,9.5,S
1197,1197,3,0,male,,0,0,15.1,S
1198,1198,3,1,female,,0,0,7.78,Q
1199,1199,3,0,male,,0,0,8.05,S
1200,1200,3,0,male,,0,0,8.05,S
1201,1201,3,0,male,22.0,0,0,7.23,C
1202,1202,3,0,male,,0,0,8.05,S
1203,1203,3,0,male,40.0,0,0,7.9,S
1204,1204,3,0,male,21.0,0,0,7.93,S
1205,1205,3,1,female,18.0,0,0,7.5,S
1206,1206,3,0,male,4.0,3,2,27.9,S
1207,1207,3,0,male,10.0,3,2,27.9,S
1208,1208,3,0,female,9.0,3,2,27.9,S
1209,1209,3,0,female,2.0,3,2,27.9,S
1210,1210,3,0,male,40.0,1,4,27.9,S
1211,1211,3,0,female,45.0,1,4,27.9,S
1212,1212,3,0,male,,0,0,7.9,S
1213,1213,3,0,male,,0,0,8.05,S
1214,1214,3,0,male,,0,0,8.66,S
1215,1215,3,0,male,,0,0,7.75,Q
1216,1216,3,1,female,,0,0,7.73,Q
1217,1217,3,0,male,19.0,0,0,7.65,S
1218,1218,3,0,male,30.0,0,0,8.05,S
1219,1219,3,0,male,,0,0,8.05,S
1220,1220,3,0,male,32.0,0,0,8.05,S
1221,1221,3,0,male,,0,0,7.9,S
1222,1222,3,0,male,33.0,0,0,8.66,C
1223,1223,3,1,female,23.0,0,0,7.55,S
1224,1224,3,0,male,21.0,0,0,8.05,S
1225,1225,3,0,male,60.5,0,0,,S
1226,1226,3,0,male,19.0,0,0,7.9,S
1227,1227,3,0,female,22.0,0,0,9.84,S
1228,1228,3,1,male,31.0,0,0,7.93,S
1229,1229,3,0,male,27.0,0,0,8.66,S
1230,1230,3,0,female,2.0,0,1,10.46,S
1231,1231,3,0,female,29.0,1,1,10.46,S
1232,1232,3,1,male,16.0,0,0,8.05,S
1233,1233,3,1,male,44.0,0,0,7.93,S
1234,1234,3,0,male,25.0,0,0,7.05,S
1235,1235,3,0,male,74.0,0,0,7.78,S
1236,1236,3,1,male,14.0,0,0,9.23,S
1237,1237,3,0,male,24.0,0,0,7.8,S
1238,1238,3,1,male,25.0,0,0,7.8,S
1239,1239,3,0,male,34.0,0,0,8.05,S
1240,1240,3,1,male,0.4167,0,1,8.52,C
1241,1241,3,0,male,,1,0,6.44,C
1242,1242,3,0,male,,0,0,6.44,C
1243,1243,3,0,male,,0,0,7.23,C
1244,1244,3,1,female,16.0,1,1,8.52,C
1245,1245,3,0,male,,0,0,8.05,S
1246,1246,3,0,male,,1,0,16.1,S
1247,1247,3,1,female,,1,0,16.1,S
1248,1248,3,0,male,32.0,0,0,7.93,S
1249,1249,3,0,male,,0,0,7.75,Q
1250,1250,3,0,male,,0,0,7.9,S
1251,1251,3,0,male,30.5,0,0,8.05,S
1252,1252,3,0,male,44.0,0,0,8.05,S
1253,1253,3,0,male,,0,0,7.23,C
1254,1254,3,1,male,25.0,0,0,0.0,S
1255,1255,3,0,male,,0,0,7.23,C
1256,1256,3,1,male,7.0,1,1,15.25,C
1257,1257,3,1,female,9.0,1,1,15.25,C
1258,1258,3,1,female,29.0,0,2,15.25,C
1259,1259,3,0,male,36.0,0,0,7.9,S
1260,1260,3,1,female,18.0,0,0,9.84,S
1261,1261,3,1,female,63.0,0,0,9.59,S
1262,1262,3,0,male,,1,1,14.5,S
1263,1263,3,0,male,11.5,1,1,14.5,S
1264,1264,3,0,male,40.5,0,2,14.5,S
1265,1265,3,0,female,10.0,0,2,24.15,S
1266,1266,3,0,male,36.0,1,1,24.15,S
1267,1267,3,0,female,30.0,1,1,24.15,S
1268,1268,3,0,male,,0,0,9.5,S
1269,1269,3,0,male,33.0,0,0,9.5,S
1270,1270,3,0,male,28.0,0,0,9.5,S
1271,1271,3,0,male,28.0,0,0,9.5,S
1272,1272,3,0,male,47.0,0,0,9.0,S
1273,1273,3,0,female,18.0,2,0,18.0,S
1274,1274,3,0,male,31.0,3,0,18.0,S
1275,1275,3,0,male,16.0,2,0,18.0,S
1276,1276,3,0,female,31.0,1,0,18.0,S
1277,1277,3,1,male,22.0,0,0,7.23,C
1278,1278,3,0,male,20.0,0,0,7.85,S
1279,1279,3,0,female,14.0,0,0,7.85,S
1280,1280,3,0,male,22.0,0,0,7.9,S
1281,1281,3,0,male,22.0,0,0,9.0,S
1282,1282,3,0,male,,0,0,8.05,S
1283,1283,3,0,male,,0,0,7.55,S
1284,1284,3,0,male,,0,0,8.05,S
1285,1285,3,0,male,32.5,0,0,9.5,S
1286,1286,3,1,female,38.0,0,0,7.23,C
1287,1287,3,0,male,51.0,0,0,7.75,S
1288,1288,3,0,male,18.0,1,0,6.5,S
1289,1289,3,0,male,21.0,1,0,6.5,S
1290,1290,3,1,female,47.0,1,0,7.0,S
1291,1291,3,0,male,,0,0,8.71,S
1292,1292,3,0,male,,0,0,7.55,S
1293,1293,3,0,male,,0,0,8.05,S
1294,1294,3,0,male,28.5,0,0,16.1,S
1295,1295,3,0,male,21.0,0,0,7.25,S
1296,1296,3,0,male,27.0,0,0,8.66,S
1297,1297,3,0,male,,0,0,7.25,S
1298,1298,3,0,male,36.0,0,0,9.5,S
1299,1299,3,0,male,27.0,1,0,14.45,C
1300,1300,3,1,female,15.0,1,0,14.45,C
1301,1301,3,0,male,45.5,0,0,7.23,C
1302,1302,3,0,male,,0,0,7.23,C
1303,1303,3,0,male,,0,0,14.46,C
1304,1304,3,0,female,14.5,1,0,14.45,C
1305,1305,3,0,female,,1,0,14.45,C
1306,1306,3,0,male,26.5,0,0,7.23,C
1307,1307,3,0,male,27.0,0,0,7.23,C
1308,1308,3,0,male,29.0,0,0,7.88,S
